"","stationcode","objectid","originalid","toxbatchrecordid","sampledate","fieldreplicate","fieldsampleid","labsampleid","sampletypecode","matrixname","methodname","testduration","organismname","toxbatch","toxtestcomments","treatment","concentration","unittreatment","dilution","toxpointmethod","analytename","fractionname","wqsource","timepoint","unitanalytename","repcount","mean","stddev","statisticalmethod","alphavalue","probability","msd","evalthreshold","sigeffect","testqacode","labagencycode","toxsummarycomments","submissionid","lastchangedate","projectcode","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"174","LB-R8",358,934,134,2009-06-26,1,"","SGR0609303men","Grab","samplewater","EPA 821/R-02-014","7 days","MeBe","ABCL_SGR0609300b_W_TOX","","None",0,"None",50,"None","Survival","None","Not Applicable","Day 7","%",4,87.5,12.58,"Dun",0.05,0.217,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{C1BA9E44-355D-4382-B3BF-B7250C2D77AB}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"175","LB-R8",3231,4990,869,2015-06-23,1,"LB-R8","SGR0615.218m","Grab","sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0615.218myt_W_TOX",NA,"None",-88,"None",100,"None","Mortality/Normality","None","Not Applicable","Day 2","%",5,94.25,2.403,"T-test",0.05,0.241,20,76.248,"NSG","None","ABCL",NA,5091,2015-10-13 15:24:33,NA,"SMC",2019-01-23 00:00:00,"true","{C1E96E19-7C3A-4BA3-B67C-92C2C6BDD458}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"176","LB-R8",2876,4634,804,2014-06-24,1,"LB-R8","SGR0614.179e","Grab","samplewater","EPA 600/R-94-025","10 days","EhEs","ABCL_SGR0614.179eoh_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 10","%",5,96,4.183,"T-test",0.05,0.5,20,80,"NSG","None","ABCL",NA,5075,2014-10-20 10:28:32,NA,"SMC",2019-01-23 00:00:00,"true","{D82C21A7-8E0C-481E-83DB-332CE1425239}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"177","LB-R8",817,2215,347,2010-07-27,1,"LB-R8","SGR0710205my","Grab","sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0710205myt_W_TOX","","None",0,"None",100,"None","Mortality/Normality","None","Not Applicable","Day 2","%",5,95.38,3.477,"T-test",0.05,0.125,0,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{292F2483-FB17-4ADA-A2E9-A9AB18E7DAC7}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"178","LB-R8",1759,3307,584,2012-06-27,1,"LB-R8","SGR0612.297m","Grab","sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0612.297myt_W_TOX",NA,"None",-88,"None",100,"None","Mortality/Normality","None","Not applicable","Day 2","%",5,88.85,6.008,"T-test",0.05,0.288,20,80,"NSG","None","ABCL",NA,5029,2012-10-30 11:15:14,NA,"SMC",2019-01-23 00:00:00,"true","{5FFAB9CE-3722-4548-BED0-6A56F863A219}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"179","LB-R8",811,2209,327,2010-07-27,1,"LB-R8","SGR0710205m","Grab","samplewater","EPA 821/R-02-012","7 days","MeBe","ABCL_SGR0710205men_W_TOX","","None",0,"None",50,"None","Biomass (wt/orig indiv)","None","Not Applicable","Day 7","mg/ind",4,0.6125,0.1222,"Dun",0.05,0.41,0,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{30CC65EC-5436-45D8-B3EF-4B5D099CCAE1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"180","LB-R8",1198,2596,479,2011-07-22,1,"LB-R8","SGR0711241e","Grab","Sediment","EPA 600/R-94-025","10 days","EhEs","ABCL_SGR0711241eoh_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 10","%",5,98,2.739,"T-test",0.05,0.794,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{E4890FDB-1861-4E90-8F18-AD17FA991564}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-R8",33.74735,-118.11291,405,"Los Angeles","San Gabriel"
"181","LB-RA2",784,2182,330,2010-07-27,1,"LB-RA2","SGR0710202m","Grab","samplewater","EPA 821/R-02-012","7 days","MeBe","ABCL_SGR0710202men_W_TOX","","None",0,"None",50,"None","Survival","None","Not Applicable","Day 7","%",4,87.5,9.574,"Dun",0.05,0.187,-88,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{4D2D750C-D151-4022-ADB9-FEB18EA90370}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"182","LB-RA2",779,2177,359,2010-07-27,1,"LB-RA2","SGR0710202e","Grab","sediment","EPA 600/R-94-025","10 days","EhEs","ABCL_SGR0710202eoh_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 10","%",5,99,2.236,"T-test",0.05,0.879,-88,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{E59FC281-E08B-42D7-8124-D45AF237C5B0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"183","LB-RA2",362,938,135,2009-06-26,1,"","SGR0609300eoh","Grab","sediment","EPA 600/R-94-025","10 days","EhEs","ABCL_SGR0609300e_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 10","%",5,90,5,"T-test",0.05,0.152,0,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{F3D8538E-6BC1-41BB-8DAF-1DB83FFF14F4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"184","LB-RA2",1172,2570,472,2011-07-22,1,"LB-RA2","SGR0711238t","Grab","Samplewater","EPA 600/R-95-136","7 days","AtAf","ABCL_SGR0711238tops_W_TOX",NA,"None",-88,"None",50,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,2.184,0.2159,"Dun",0.05,0.709,0.3332,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{8822D6BA-B52B-4247-8FA1-3CF7C3B01B3C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"185","LB-RA2",1175,2573,472,2011-07-22,1,"LB-RA2","SGR0711238t","Grab","Samplewater","EPA 600/R-95-136","7 days","AtAf","ABCL_SGR0711238tops_W_TOX",NA,"None",-88,"None",50,"None","Survival","None","Not applicable","Day 7","%",5,100,0,"Steel",0.05,0.667,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{27FFAB93-D858-4075-819E-34F45310DC33}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"186","LB-RA2",366,942,136,2009-06-26,1,"","SGR0609300myt","Grab","sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0609300m_W_TOX","","None",0,"None",100,"None","Mortality/Normality","None","Not Applicable","Day 2","%",5,92.58,1.325,"T-test",0.05,0.579,0,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{DF918813-2D0E-40DC-9B20-EC0CF4D48851}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"187","LB-RA2",345,921,134,2009-06-26,1,"","SGR0609300men","Grab","samplewater","EPA 821/R-02-014","7 days","MeBe","ABCL_SGR0609300b_W_TOX","","None",0,"None",50,"None","Survival","None","Not Applicable","Day 7","%",4,100,0,"Steel",0.05,0.857,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{E62E79E6-D63E-4D40-A4F0-E63B4458C778}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"188","LB-RA2",785,2183,330,2010-07-27,1,"LB-RA2","SGR0710202m","Grab","samplewater","EPA 821/R-02-012","7 days","MeBe","ABCL_SGR0710202men_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",4,77.5,9.574,"Dun",0.05,0.017,-88,80,"SG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{8F87898C-BA3E-43E2-939F-DCF333713F5D}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"189","LB-RA2",344,920,134,2009-06-26,1,"","SGR0609300men","Grab","samplewater","EPA 821/R-02-014","7 days","MeBe","ABCL_SGR0609300b_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",4,97.5,5,"Steel",0.05,0.667,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{D13ECB89-0FEA-4C88-945D-E9BC73A384A2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"190","LB-RA2",787,2185,320,2010-07-27,1,"LB-RA2","SGR0710202my","Grab","sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0710202myt_W_TOX","","None",0,"None",100,"None","Mortality/Normality","None","Not Applicable","Day 2","%",5,95.13,2.15,"T-test",0.05,0.07,0,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{7B934C99-36B6-483F-9032-D7E17C746519}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"191","LB-RA2",1176,2574,472,2011-07-22,1,"LB-RA2","SGR0711238t","Grab","Samplewater","EPA 600/R-95-136","7 days","AtAf","ABCL_SGR0711238tops_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",5,100,0,"Steel",0.05,0.667,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{AA598CEF-144F-4E35-BE28-3B75B926EDA8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"192","LB-RA2",781,2179,330,2010-07-27,1,"LB-RA2","SGR0710202m","Grab","samplewater","EPA 821/R-02-012","7 days","MeBe","ABCL_SGR0710202men_W_TOX","","None",0,"None",50,"None","Biomass (wt/orig indiv)","None","Not Applicable","Day 7","mg/ind",4,0.432,0.02277,"Dun",0.05,0.418,0,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{945CABD1-9380-4987-B3F1-B94142905504}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"193","LB-RA2",782,2180,330,2010-07-27,1,"LB-RA2","SGR0710202m","Grab","samplewater","EPA 821/R-02-012","7 days","MeBe","ABCL_SGR0710202men_W_TOX","","None",0,"None",100,"None","Biomass (wt/orig indiv)","None","Not Applicable","Day 7","mg/ind",4,0.5402,0.05292,"Dun",0.05,0.993,0,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{E4FC970D-EC17-45F1-8549-CDA1C1C5C67C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"194","LB-RA2",342,918,134,2009-06-26,1,"","SGR0609300men","Grab","samplewater","EPA 821/R-02-014","7 days","MeBe","ABCL_SGR0609300b_W_TOX","","None",0,"None",50,"None","Biomass (wt/orig indiv)","None","Not Applicable","Day 7","mg/ind",4,0.7455,0.07985,"Dun",0.05,0.937,0,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{E958CF24-F328-499D-96A1-639A7E8D76D1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"195","LB-RA2",1170,2568,471,2011-07-22,1,"LB-RA2","SGR0711238m","Grab","Sediment","EPA 600/R-95-136","2 days","MyGa","ABCL_SGR0711238myt_W_TOX",NA,"None",-88,"None",100,"None","Mortality/Normality","None","Not applicable","Day 2","%",5,97.14,2.201,"T-test",0.05,0.454,0.07023,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{A553BCD0-B9E4-4072-9158-9DA1884B5BAF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"196","LB-RA2",1168,2566,470,2011-07-22,1,"LB-RA2","SGR0711238e","Grab","Sediment","EPA 600/R-94-025","10 days","EhEs","ABCL_SGR0711238eoh_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 10","%",5,97,4.472,"T-test",0.05,0.647,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{069D4B06-F73E-4C14-A879-9F8708601904}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"197","LB-RA2",1173,2571,472,2011-07-22,1,"LB-RA2","SGR0711238t","Grab","Samplewater","EPA 600/R-95-136","7 days","AtAf","ABCL_SGR0711238tops_W_TOX",NA,"None",-88,"None",100,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,1.959,0.2226,"Dun",0.05,0.176,0.3332,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{4BE04461-A60E-4C26-B1C2-BAA62BAD26F2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"198","LB-RA2",343,919,134,2009-06-26,1,"","SGR0609300men","Grab","samplewater","EPA 821/R-02-014","7 days","MeBe","ABCL_SGR0609300b_W_TOX","","None",0,"None",100,"None","Biomass (wt/orig indiv)","None","Not Applicable","Day 7","mg/ind",4,0.656,0.09942,"Dun",0.05,0.5,0,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{784B614B-9024-4BC9-BC07-B4A081790EF5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB-RA2",33.78714,-118.09351,405,"Los Angeles","San Gabriel"
"199","ME-CC",2207,3949,690,2013-06-12,1,"ME-CC","VCF0613.103c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0613.103cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,11.7,6.056,"T-test",0.05,0.002,20,80,"SL","None","ABCL",NA,5052,2013-11-21 12:41:41,NA,"SMC",2019-01-23 00:00:00,"true","{53FD3D8E-3A33-4CA0-ABDA-248364131464}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"200","ME-CC",2205,3947,690,2013-06-12,1,"ME-CC","VCF0613.103c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0613.103cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5052,2013-11-21 12:41:41,NA,"SMC",2019-01-23 00:00:00,"true","{3BE14396-9240-46B5-B60D-4C60DB6779C3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"201","ME-CC",3620,5379,936,2018-06-28,1,"ME-CC","VCF0618.266hya","Grab","sediment","EPA 600/R-99-064","10 days","HyAz","ABCL_VCF0618.266hya_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 10","%",4,100,0,"Mann-U",0.05,1,20,80,"NSG","None","ABCL",NA,5122,2018-11-07 13:21:31,NA,"SMC",2019-01-23 00:00:00,"true","{97882108-5EC5-4110-9C68-30FEA35BCF31}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"202","ME-CC",1276,2674,497,2011-07-07,1,"ME-CC","VCF0711024c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0711024cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{47953504-F04D-4343-A587-4D3504D2BA55}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"203","ME-CC",3030,4789,783,2014-05-27,1,"ME-CC","VCF0514.254c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0514.254cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,25.2,6.68,"T-test",0.05,0.999,20,80,"NSG","None","ABCL",NA,5078,2014-11-05 07:40:52,NA,"SMC",2019-01-23 00:00:00,"true","{303ED244-A5EE-4720-ACCD-5EF57196F9BD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"204","ME-CC",877,2275,354,2010-07-12,1,"ME-CC","VCF0710056c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0710056cer_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,24.5,2.068,"T-test",0.05,0.62,3,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{614B5478-80C3-4DD3-83B9-179430B0DC07}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"205","ME-CC",3172,4931,838,2015-06-24,1,"ME-CC","VCF0615.231cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0615.231cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,18.2,2.658,"T-test",0.05,0.264,20,15.12,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{BF19EC79-32A6-4EF8-AEFC-531890DB9FBF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"206","ME-CC",2016,3564,627,2012-06-20,1,"ME-CC","VCF0612.215c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0612.215cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/Rep",10,22.6,5.103,"T-test",0.05,0.115,20,20.32,"NSG","None","ABCL",NA,5040,2012-10-31 11:06:03,NA,"SMC",2019-01-23 00:00:00,"true","{6BE4E9A3-943B-4504-A832-BC201248EB8D}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"207","ME-CC",1278,2676,497,2011-07-07,1,"ME-CC","VCF0711024c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0711024cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,17.6,2.836,"T-test",0.05,0.03,2.59,80,"SG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{C689E41A-1ABF-4C2D-AE8D-A8B3EB3EC1ED}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"208","ME-CC",3028,4787,783,2014-05-27,1,"ME-CC","VCF0514.254c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0514.254cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5078,2014-11-05 07:40:52,NA,"SMC",2019-01-23 00:00:00,"true","{0C09834E-80E2-4C5D-90EE-F208BA504262}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"209","ME-CC",2014,3562,627,2012-06-20,1,"ME-CC","VCF0612.215c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0612.215cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5040,2012-10-31 11:06:03,NA,"SMC",2019-01-23 00:00:00,"true","{EE73FBA8-589B-4A29-B2B6-CA7B02262BA8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"210","ME-CC",875,2273,354,2010-07-12,1,"MECC","VCF0710056c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0710056cer_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{C565EFE1-3522-43B0-832B-43EB0DE85C12}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"211","ME-CC",3170,4929,838,2015-06-24,1,"ME-CC","VCF0615.231cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0615.231cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{801BF835-073B-4EDB-BCFC-DBBA4CB151A0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"212","ME-VR2",3441,5200,884,2016-07-19,1,"ME-VR2","VCF0716.162chir","Grab","sediment","EPA 600/R-99-064","10 days","ChTe","ABCL_VCF0716.162chir_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 10","%",5,100,0,"Mann-U",0.05,1,20,80,"NSG","None","ABCL",NA,5107,2016-11-17 08:18:13,NA,"SMC",2019-01-23 00:00:00,"true","{B5EF2F75-1D13-4809-829A-3F5B2B51BE9E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"213","ME-VR2",3144,4903,836,2015-06-11,1,"ME-VR2","VCF0615.123cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0615.123cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,19.6,6.518,"T-test",0.05,0.182,20,17.36,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{6FA9EC49-6954-46DD-982A-44940F5986CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"214","ME-VR2",3443,5202,878,2016-07-19,1,"ME-VR2","VCF0716.162hy15","Grab","sediment","EPA 600/R-99-064","10 days","HyAz","ABCL_VCF0716.162hy15_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 10","%",4,97.5,5,"Mann-U",0.05,0.5,20,80,"NSG","None","ABCL",NA,5107,2016-11-17 08:18:13,NA,"SMC",2019-01-23 00:00:00,"true","{832EEA48-3CE9-433A-A8F4-6EA8CC0DCD3A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"215","ME-VR2",1264,2662,494,2011-07-06,1,"ME-VR2","VCF0711022c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0711022cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{5BD24BA3-DC3B-49E7-9B69-F89DC78D3751}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"216","ME-VR2",2998,4757,777,2014-05-19,1,"ME-VR2","VCF0514.212c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0514.212cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,17.2,1.874,"T-test",0.05,0.006,20,80,"SG","None","ABCL",NA,5078,2014-11-05 07:40:52,NA,"SMC",2019-01-23 00:00:00,"true","{AB6C2A1D-1C49-404B-8887-29ABE630A41D}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"217","ME-VR2",867,2265,319,2010-07-07,1,"ME-VR2","VCF0710036c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0710036cer_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL","",4651,2011-02-24 08:58:07,NA,"SMC",2019-01-23 00:00:00,"true","{E1E0F3AF-42C5-421D-B234-2F4B84CE6BF9}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
