"","stationcode","objectid","sitetype","sampledate","evaluator","taxon","taxondetails","lifestage","abundance","notes","recordtimestamp","status","projectcode","stationdesc","no_observation","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","record_origin","origin_lastupdatedate","record_publish","originalid","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"68","403M05844",875,"exists",2019-06-20,"DO/NC","Not Recorded","","Not Recorded","Not Recorded","",NA,NA,"SMC_LACFCD_2019","","true","{92261C7C-F520-497B-9708-8CE92A34A2B4}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",117,NA,"403M05844",34.59423,-118.56356,403,"Los Angeles","Santa Clara"
"71","403R4S117",448,"exists",2015-04-28,"SM/WJ","","","","","",2015-11-10 11:18:51,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:18:51,"true",NA,NA,"403R4S117",34.58739,-118.45116,403,"Los Angeles","Santa Clara"
"72","403R4S137",450,"exists",2015-04-28,"SM/WJ","","","","","",2015-11-10 11:26:40,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:26:40,"true",NA,NA,"403R4S137",34.44605,-118.4892,403,"Los Angeles","Santa Clara"
"73","403R4S193",468,"exists",2015-04-29,"SM","Gambusia affinis","","Juvenile/Adult","More than 50","ohhhh",2015-11-10 12:14:22,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:14:22,"true",NA,NA,"403R4S193",34.41722,-118.78927,403,"Ventura","Santa Clara"
"74","403R4S193",467,"exists",2015-04-29,"SM","Procambarus clarkii","","Juvenile/Adult","1 to 10","",2015-11-10 12:14:22,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:14:22,"true",NA,NA,"403R4S193",34.41722,-118.78927,403,"Ventura","Santa Clara"
"75","403R4S193",469,"exists",2015-04-29,"SM","Lithobates catesbeianus","","Juvenile/Adult","1 to 10","",2015-11-10 12:14:22,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:14:22,"true",NA,NA,"403R4S193",34.41722,-118.78927,403,"Ventura","Santa Clara"
"76","403R4S211",449,"exists",2015-04-28,"SM","Other invertebrate","","Juvenile/Adult","More than 50","In stream bugs",2015-11-10 11:22:46,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:22:46,"true",NA,NA,"403R4S211",34.57232,-118.46287,403,"Los Angeles","Santa Clara"
"77","403WE0534",461,"exists",2015-06-08,"SM","Gambusia affinis","","Juvenile/Adult","1 to 10","",2015-11-10 12:02:33,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:02:33,"true",NA,NA,"403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara"
"78","403WE0534",459,"exists",2015-06-08,"SM","Lithobates catesbeianus","","Juvenile/Adult","11 to 50","",2015-11-10 12:02:33,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:02:33,"true",NA,NA,"403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara"
"79","403WE0534",463,"exists",2015-06-08,"SM","Lithobates catesbeianus","","Larvae","More than 50","",2015-11-10 12:02:33,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:02:33,"true",NA,NA,"403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara"
"80","403WE0534",462,"exists",2015-06-08,"SM","Other fish","","Juvenile/Adult","1 to 10","",2015-11-10 12:02:33,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:02:33,"true",NA,NA,"403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara"
"81","403WE0534",460,"exists",2015-06-08,"SM","Pacifastacus lenisculus","","Juvenile/Adult","11 to 50","",2015-11-10 12:02:33,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:02:33,"true",NA,NA,"403WE0534",34.61359,-118.77983,403,"Los Angeles","Santa Clara"
"82","403WE0682",452,"exists",2015-06-09,"WJ","","","","","",2015-11-10 11:34:02,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:34:02,"true",NA,NA,"403WE0682",34.57066,-118.38974,403,"Los Angeles","Santa Clara"
"83","403WE1021",453,"exists",2015-06-09,"SM","Lithobates catesbeianus","","Juvenile/Adult","1 to 10","",2015-11-10 11:37:00,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:37:00,"true",NA,NA,"403WE1021",34.63193,-118.52977,403,"Los Angeles","Santa Clara"
"84","404M04517",639,"exists",2017-04-26,"Jim Mann","Other amphibian",NA,"Larvae","More than 50","Western toad/Bufo boreas",2017-10-11 13:03:07,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 13:03:07,"true",NA,NA,"404M04517",34.17649,-118.70612,404,"Ventura","Santa Monica Bay"
"85","404M04532",398,"exists",2015-07-14,"Wendy Willis","Procambarus clarkii","","Juvenile/Adult","More than 50","",2015-10-22 10:46:05,"","SMC_VCWPD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:46:05,"true",NA,NA,"404M04532",34.1744,-118.78748,404,"Ventura","Santa Monica Bay"
"86","404M04599",604,"exists",2016-08-03,"Karin WIsenbaker, Brianna Jones","Other amphibian",NA,"Juvenile/Adult","1 to 10","Taricha terosa",2016-10-26 07:13:31,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:13:31,"true",NA,NA,"404M04599",34.09458,-118.92442,404,"Ventura","Santa Monica Bay"
"87","404M04599",602,"exists",2016-08-03,"Karin WIsenbaker, Brianna Jones","Other amphibian",NA,"Juvenile/Adult","1 to 10","Pseudacris regilla",2016-10-26 07:13:31,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:13:31,"true",NA,NA,"404M04599",34.09458,-118.92442,404,"Ventura","Santa Monica Bay"
"88","404M04599",603,"exists",2016-08-03,"Karin WIsenbaker, Brianna Jones","Other reptile",NA,"Juvenile/Adult","1 to 10","garter snake",2016-10-26 07:13:31,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:13:31,"true",NA,NA,"404M04599",34.09458,-118.92442,404,"Ventura","Santa Monica Bay"
"89","404M04624",961,"exists",2018-06-19,"Jim Mann","Not Recorded","","Not Recorded","Not Recorded","",NA,NA,"SMC_VCWPD_2018","","true","{7ABA75CE-FDB6-43AB-AB86-934A9D08B071}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",203,NA,"404M04624",34.18241,-118.78924,404,"Ventura","Santa Monica Bay"
"91","404M04674",795,"exists",2019-05-09,"JM","Other amphibian","","Larvae","1 to 10","",NA,NA,"SMC_VCWPD_2019","","false","{788EDC27-790B-4A50-9985-FD9F27C7B81D}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",37,NA,"404M04674",34.1462,-118.85088,404,"Ventura","Santa Monica Bay"
"92","404M07346",371,"exists",2015-07-01,"Damon Owen, Melissa Mathis","","","","","",2015-09-09 11:29:09,"","SMC_LACFCD_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:29:09,"true",NA,NA,"404M07346",33.8024,-118.39639,404,"Los Angeles","Santa Monica Bay"
"93","404M07349",372,"exists",2015-07-15,"Damon Owen, Melissa Mathis","Gambusia affinis","","Juvenile/Adult","1 to 10","",2015-09-09 11:35:42,"","SMC_LACFCD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:35:42,"true",NA,NA,"404M07349",34.07803,-118.70166,404,"Los Angeles","Santa Monica Bay"
"94","404M07349",373,"exists",2015-07-15,"Damon Owen, Melissa Mathis","Procambarus clarkii","","Juvenile/Adult","11 to 50","",2015-09-09 11:35:42,"","SMC_LACFCD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:35:42,"true",NA,NA,"404M07349",34.07803,-118.70166,404,"Los Angeles","Santa Monica Bay"
"95","404M07354",570,"exists",2016-06-16,"DO?NC",NA,NA,NA,NA,NA,2016-11-04 08:39:20,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:39:20,"true",NA,NA,"404M07354",34.02025,-118.38647,404,"Los Angeles","Santa Monica Bay"
"96","404M07357",548,"exists",2016-06-13,"DO/NC","Micropterus almoides",NA,"Juvenile/Adult","11 to 50",NA,2016-11-04 08:45:42,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:45:42,"true",NA,NA,"404M07357",34.07936,-118.59437,404,"Los Angeles","Santa Monica Bay"
"97","404M07357",547,"exists",2016-06-13,"DO/NC","Gambusia affinis",NA,"Juvenile/Adult","More than 50",">100",2016-11-04 08:45:42,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:45:42,"true",NA,NA,"404M07357",34.07936,-118.59437,404,"Los Angeles","Santa Monica Bay"
"98","404M07357",546,"exists",2016-06-13,"DO/NC","Procambarus clarkii",NA,"Juvenile/Adult","More than 50",">250",2016-11-04 08:45:42,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:45:42,"true",NA,NA,"404M07357",34.07936,-118.59437,404,"Los Angeles","Santa Monica Bay"
"99","404M07357",550,"exists",2016-06-13,"DO/NC","Other fish",NA,"Juvenile/Adult","1 to 10","Unknown ID",2016-11-04 08:45:42,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:45:42,"true",NA,NA,"404M07357",34.07936,-118.59437,404,"Los Angeles","Santa Monica Bay"
"100","404M07357",549,"exists",2016-06-13,"DO/NC","Carassius auratus",NA,"Juvenile/Adult","1 to 10",NA,2016-11-04 08:45:42,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:45:42,"true",NA,NA,"404M07357",34.07936,-118.59437,404,"Los Angeles","Santa Monica Bay"
"101","404M07358",571,"exists",2016-06-16,"DO?NC",NA,NA,NA,NA,NA,2016-11-04 08:40:07,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:40:07,"true",NA,NA,"404M07358",33.98675,-118.41043,404,"Los Angeles","Santa Monica Bay"
"103","404M07360",643,"exists",2017-06-08,"DO/NC","Other amphibian",NA,"Larvae","1 to 10",NA,2017-11-02 07:55:41,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 07:55:41,"true",NA,NA,"404M07360",34.15459,-118.75848,404,"Los Angeles","Santa Monica Bay"
"104","404M07360",642,"exists",2017-06-08,"DO/NC","Procambarus clarkii",NA,"Juvenile/Adult","1 to 10",NA,2017-11-02 07:55:41,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 07:55:41,"true",NA,NA,"404M07360",34.15459,-118.75848,404,"Los Angeles","Santa Monica Bay"
"105","404M07361",640,"exists",2017-06-06,"DO/NC","Other amphibian",NA,"Juvenile/Adult","11 to 50",NA,2017-11-02 08:52:52,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 08:52:52,"true",NA,NA,"404M07361",34.10164,-118.62119,404,"Los Angeles","Santa Monica Bay"
"106","404M07361",641,"exists",2017-06-06,"DO/NC","Other amphibian",NA,"Larvae","More than 50",NA,2017-11-02 08:52:52,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 08:52:52,"true",NA,NA,"404M07361",34.10164,-118.62119,404,"Los Angeles","Santa Monica Bay"
"107","404M07362",644,"exists",2017-06-08,"DO/NC",NA,NA,NA,NA,NA,2017-11-02 08:02:11,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 08:02:11,"true",NA,NA,"404M07362",33.8009,-118.38703,404,"Los Angeles","Santa Monica Bay"
"108","404M07364",284,"exists",2018-06-21,"DO/NC","Other fish",NA,"Juvenile/Adult","1 to 10",NA,2018-09-24 09:14:09,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:14:09,"true",NA,NA,"404M07364",34.0968,-118.71734,404,"Los Angeles","Santa Monica Bay"
"110","404M07365",286,"exists",2018-06-27,"DO?NC","Other amphibian",NA,"Juvenile/Adult","1 to 10",NA,2018-09-24 09:52:59,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:52:59,"true",NA,NA,"404M07365",34.04241,-118.51361,404,"Los Angeles","Santa Monica Bay"
"111","404M07365",285,"exists",2018-06-27,"DO?NC","Other amphibian",NA,"Larvae","11 to 50",NA,2018-09-24 09:52:59,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:52:59,"true",NA,NA,"404M07365",34.04241,-118.51361,404,"Los Angeles","Santa Monica Bay"
"112","404M07365",287,"exists",2018-06-27,"DO?NC","Other invertebrate",NA,"Juvenile/Adult","1 to 10",NA,2018-09-24 09:52:59,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:52:59,"true",NA,NA,"404M07365",34.04241,-118.51361,404,"Los Angeles","Santa Monica Bay"
"113","404M07368",283,"exists",2018-06-20,"DO/NC","Micropterus almoides",NA,"Juvenile/Adult","11 to 50",NA,2018-09-24 09:06:41,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:06:41,"true",NA,NA,"404M07368",34.1264,-118.75364,404,"Los Angeles","Santa Monica Bay"
"114","404M07368",282,"exists",2018-06-20,"DO/NC","Procambarus clarkii",NA,"Juvenile/Adult","1 to 10",NA,2018-09-24 09:06:41,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 09:06:41,"true",NA,NA,"404M07368",34.1264,-118.75364,404,"Los Angeles","Santa Monica Bay"
"116","404M07372",874,"exists",2019-07-09,"DO/NC","Procambarus clarkii","","Juvenile/Adult","1 to 10","",NA,NA,"SMC_LACFCD_2019","","false","{8AD1011E-4D81-47BB-97E8-F1C62BC75B3F}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",116,NA,"404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay"
"117","404M07375",872,"exists",2019-05-14,"DO/NC","Other amphibian","","Larvae","11 to 50","possible Pacific chorus frog",NA,NA,"SMC_LACFCD_2019","","false","{E5682B48-947B-4099-AF56-3136EF43D694}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",114,NA,"404M07375",34.0915,-118.6697,404,"Los Angeles","Santa Monica Bay"
"118","404M07375",873,"exists",2019-05-14,"DO/NC","Other amphibian","","Juvenile/Adult","1 to 10","possible Pacific chorus frog",NA,NA,"SMC_LACFCD_2019","","false","{14CBCBDC-E9D0-45CD-85F6-BE12D323A7B8}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",115,NA,"404M07375",34.0915,-118.6697,404,"Los Angeles","Santa Monica Bay"
"119","404M07376",871,"exists",2019-07-09,"DO/NC","Other amphibian","","Juvenile/Adult","11 to 50","possible Pacific chorus frog",NA,NA,"SMC_LACFCD_2019","","false","{A5D1F437-C91F-4528-A4B5-F2F18CDC6496}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",113,NA,"404M07376",34.08222,-118.68792,404,"Los Angeles","Santa Monica Bay"
"122","404R4S009",456,"exists",2015-04-30,"SM/WJ","Procambarus clarkii","","Juvenile/Adult","11 to 50","",2015-11-10 11:53:14,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:53:14,"true",NA,NA,"404R4S009",34.17601,-118.76169,404,"Ventura","Santa Monica Bay"
"123","404R4S015",454,"exists",2015-04-29,"SM","","","","","",2015-11-10 11:43:09,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:43:09,"true",NA,NA,"SMC03944",34.14255,-118.75224,404,"Ventura","Santa Monica Bay"
"124","404R4S070",457,"exists",2015-05-27,"SM","","","","","",2015-11-10 11:55:34,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:55:34,"true",NA,NA,"404R4S070",34.042,-118.89747,404,"Los Angeles","Santa Monica Bay"
"125","404R4S089",458,"exists",2015-05-28,"SM","","","","","",2015-11-10 11:58:08,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:58:08,"true",NA,NA,"404R4S089",33.98426,-118.41426,404,"Los Angeles","Santa Monica Bay"
"126","405CE0280",645,"exists",2017-07-19,"Jim Mann","Other amphibian",NA,"Juvenile/Adult","More than 50","Tree frog",2017-10-17 07:45:55,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-17 07:45:55,"true",NA,NA,"405CE0280",34.23041,-117.74981,405,"Los Angeles","San Gabriel"
"128","405CE0280",962,"exists",2018-07-02,"James Mann","Other fish","","Juvenile/Adult","11 to 50","Pimephales promelas",NA,NA,"SMC_SGRRMP_2018","","false","{FC8DC69E-9424-47C6-8FEC-407070F66443}","checker",2020-07-10 07:32:46,"checker",2020-07-10 07:32:46,"ABCL","pauls@sccwrp.org","SGRRMP","2018","SMC","SMC",2020-07-10 07:32:46,"false",204,NA,"405CE0280",34.23041,-117.74981,405,"Los Angeles","San Gabriel"
"129","405CE0280",789,"exists",2019-08-05,"JM","Not Recorded","","Not Recorded","Not Recorded","",NA,NA,"SMC_SGRRMP_2019","","true","{2590400C-EBC3-4D7A-A11B-2AF2706145DC}","checker",2019-10-22 08:01:23,"checker",2019-10-22 08:01:23,"ABCL","alexis@aquaticbioassay.com","SGRRMP","2019","SMC","SMC",2019-10-22 08:01:23,"false",31,NA,"405CE0280",34.23041,-117.74981,405,"Los Angeles","San Gabriel"
"130","405CE0280",540,"exists",2016-06-09,"Wendy Willis","Other amphibian",NA,"Larvae","More than 50","Pseudacris cadaverina",2016-11-09 13:47:22,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-09 13:47:22,"true",NA,NA,"405CE0280",34.23041,-117.74981,405,"Los Angeles","San Gabriel"
"131","405CE0280",381,"exists",2015-07-06,"Wendy Willis","Other amphibian","","Larvae","More than 50","Pseudacaris cadaverina",2015-10-22 10:02:57,"","SMC_SGRRMP_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:02:57,"true",NA,NA,"405CE0280",34.23041,-117.74981,405,"Los Angeles","San Gabriel"
"132","405M10596",464,"exists",2015-04-27,"SM/BJ","Other invertebrate","","Juvenile/Adult","1 to 10","Small bugs",2015-11-10 12:07:25,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:07:25,"true",NA,NA,"405M10596",33.81024,-118.12821,405,"Los Angeles","San Gabriel"
"133","405M10598",383,"exists",2015-06-30,"Wendy Willis","","","","","",2015-10-22 10:05:38,"","SMC_SGRRMP_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:05:38,"true",NA,NA,"405M10598",34.06991,-117.77146,405,"Los Angeles","San Gabriel"
"134","405M10599",446,"exists",2015-06-30,"Wendy Willis","","","","","",2015-10-29 09:17:36,"","SMC_SGRRMP_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-29 09:17:36,"true",NA,NA,"405M10599",33.95045,-118.04896,405,"Los Angeles","San Gabriel"
"135","405M10600",588,"exists",2016-06-23,"Wendy WIllis",NA,NA,NA,NA,NA,2016-11-09 13:46:32,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-09 13:46:32,"true",NA,NA,"405M10600",33.85293,-118.10127,405,"Los Angeles","San Gabriel"
"136","405PS0030",379,"exists",2015-07-08,"Wendy Willis","","","","","",2015-10-22 09:59:05,"","SMC_SGRRMP_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 09:59:05,"true",NA,NA,"405PS0030",34.23487,-117.80523,405,"Los Angeles","San Gabriel"
"137","405PS0036",594,"exists",2016-07-11,"Wendy WIllis","Other fish",NA,"Juvenile/Adult","11 to 50","unidentified fish",2016-11-09 13:44:50,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-09 13:44:50,"true",NA,NA,"405PS0036",34.24118,-117.93426,405,"Los Angeles","San Gabriel"
"138","407M01516",405,"exists",2015-06-24,"Wendy Willis","","","","","",2015-10-22 10:51:55,"","SMC_VCWPD_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:51:55,"true",NA,NA,"407M01516",34.25539,-119.25498,407,"Ventura","Santa Clara"
"139","408BA0660",576,"exists",2016-06-20,"Wendy Willis","Gambusia affinis",NA,"Juvenile/Adult","11 to 50",NA,2016-10-26 07:22:01,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:22:01,"true",NA,NA,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
