"","stationcode","objectid","sampleid","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","masterid","latitude","longitude","huc","county","smcshed"
"133","403S04600",2090,"403S04600_06082010_BMI_RWB_MCM_1",2010-06-08,6,8,2010,"BMI_RWB_MCM",1,NA,588,20,20,0.34013605,6.66666667,7.82793072,7.55,0.96449499,0.43,0.68467091,0.04,0.82458295,0.14,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04600",34.39728,-118.7105,403,"Ventura","Santa Clara"
"134","403S04868",2091,"403S04868_06152011_BMI_RWB_1",2011-06-15,6,15,2011,"BMI_RWB",1,NA,603,20,20,0,0,7.92276198,7.75,0.97819422,0.45,1.02845087,0.56,1.00332255,0.51,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S04868",34.40491,-118.93943,403,"Ventura","Santa Clara"
"135","403S05247",2092,"403S05247_06012010_BMI_RWB_MCM_1",2010-06-01,6,1,2010,"BMI_RWB_MCM",1,NA,679,20,20,2.50368189,4.65116279,7.86631481,7.65,0.97250113,0.44,0.82165867,0.16,0.8970799,0.26,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S05247",34.36931,-118.98739,403,"Ventura","Santa Clara"
"136","403S05291",2093,"403S05291_06072010_BMI_RWB_1",2010-06-07,6,7,2010,"BMI_RWB",1,NA,582,20,20,1.54639175,4.34782609,7.06878008,9,1.27320413,0.92,0.96709257,0.43,1.12014835,0.77,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S05291",34.56397,-119.26305,403,"Ventura","Santa Clara"
"137","403S06139",2094,"403S06139_06272012_BMI_RWB_1",2012-06-27,6,27,2012,"BMI_RWB",1,NA,260,1,1,1.15384615,5,7.09847726,3,0.42262585,0,0.59795477,0.01,0.51029031,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06139",34.55464,-119.2405,403,"Ventura","Santa Clara"
"138","403S06283",2095,"403S06283_06132012_BMI_RWB_1",2012-06-13,6,13,2012,"BMI_RWB",1,NA,595,20,20,1.34680135,3.63636364,7.7374619,9.2,1.18902039,0.84,1.17336612,0.83,1.18119325,0.87,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06283",34.69386,-118.86079,403,"Ventura","Santa Clara"
"139","403S06315",2096,"403S06315_06272012_BMI_RWB_1",2012-06-27,6,27,2012,"BMI_RWB",1,NA,578,20,20,1.21107266,4.16666667,7.08674964,7.65,1.07947936,0.66,0.75735263,0.09,0.918416,0.31,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06315",34.59223,-119.31033,403,"Ventura","Santa Clara"
"140","403S06660",2097,"403S06660_06142012_BMI_RWB_1",2012-06-14,6,14,2012,"BMI_RWB",1,NA,600,20,20,3.33333333,10,8.41911215,7.6,0.90270801,0.3,1.0106844,0.52,0.95669621,0.39,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06660",34.42963,-118.92373,403,"Ventura","Santa Clara"
"141","403S06660",2098,"403S06660_06142012_BMI_RWB_2",2012-06-14,6,14,2012,"BMI_RWB",2,NA,587,20,20,0.51107325,2.08333333,8.41911215,8.7,1.03336312,0.57,1.12747086,0.76,1.08041699,0.69,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06660",34.42963,-118.92373,403,"Ventura","Santa Clara"
"142","403S06904",2099,"403S06904_06092010_BMI_RWB_1",2010-06-09,6,9,2010,"BMI_RWB",1,NA,484,1,20,6.40495868,6.81818182,7.8787225,7,0.88846891,0.28,0.69473773,0.04,0.79160332,0.1,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S06904",34.41964,-118.78769,403,"Ventura","Santa Clara"
"143","403S07024",2100,"403S07024_06132012_BMI_RWB_1",2012-06-13,6,13,2012,"BMI_RWB",1,NA,599,20,20,0,0,7.78959646,2.6,0.33377852,0,0.37787701,0,0.35582777,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S07024",34.6092,-118.75771,403,"Los Angeles","Santa Clara"
"144","403S07227",2101,"403S07227_06272012_BMI_RWB_1",2012-06-27,6,27,2012,"BMI_RWB",1,NA,588,20,20,1.8707483,2.3255814,9.48063057,6,0.6328693,0.03,0.70403328,0.05,0.66845129,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S07227",34.56208,-119.16664,403,"Ventura","Santa Clara"
"145","403S11084",2102,"403S11084_06092010_BMI_RWB_MCM_1",2010-06-09,6,9,2010,"BMI_RWB_MCM",1,NA,579,20,20,0,0,7.72586538,4.85,0.62776139,0.03,0.52881701,0,0.5782892,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S11084",34.42487,-118.56081,403,"Los Angeles","Santa Clara"
"146","403S14156",2103,"403S14156_06092009_BMI_RWB_MCM_1",2009-06-09,6,9,2009,"BMI_RWB_MCM",1,NA,558,20,20,0.71684588,7.89473684,7.73358583,6,0.77583674,0.12,0.46868816,0,0.62226245,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S14156",34.42523,-118.582,403,"Los Angeles","Santa Clara"
"147","403S15608",2104,"403S15608_06082010_BMI_RWB_MCM_1",2010-06-08,6,8,2010,"BMI_RWB_MCM",1,NA,470,1,20,1.06382979,4.87804878,7.82866555,7.9,1.00911196,0.52,0.57294427,0.01,0.79102811,0.1,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S15608",34.4019,-118.70052,403,"Ventura","Santa Clara"
"148","403S16332",2105,"403S16332_06262013_BMI_RWB_MCM_1",2013-06-26,6,26,2013,"BMI_RWB_MCM",1,NA,541,20,20,0.36968577,6.25,7.80696167,5,0.64045402,0.03,0.59065022,0.01,0.61555212,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S16332",34.5317,-118.75812,403,"Ventura","Santa Clara"
"149","403S16493",2106,"403S16493_06242013_BMI_RWB_1",2013-06-24,6,24,2013,"BMI_RWB",1,NA,556,20,20,8.27338129,6.89655172,7.73994946,4.5,0.58139915,0.01,0.98137671,0.46,0.78138793,0.09,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S16493",34.6867,-118.84546,403,"Ventura","Santa Clara"
"150","403S16978",2107,"403S16978_06262013_BMI_RWB_1",2013-06-26,6,26,2013,"BMI_RWB",1,NA,570,20,20,2.98245614,3.77358491,7.82334208,8.95,1.14401236,0.78,0.78069377,0.11,0.96235306,0.41,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S16978",34.42319,-118.76771,403,"Ventura","Santa Clara"
"151","403S18093",2108,"403S18093_06242013_BMI_RWB_1",2013-06-24,6,24,2013,"BMI_RWB",1,NA,590,20,20,5.08474576,9.61538462,7.22329538,7.25,1.00369701,0.51,0.92051363,0.33,0.96210532,0.41,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S18093",34.69441,-118.85658,403,"Ventura","Santa Clara"
"152","403S18093",2109,"403S18093_06242013_BMI_RWB_2",2013-06-24,6,24,2013,"BMI_RWB",2,NA,584,20,20,2.40963855,9.09090909,7.22329538,6.85,0.94832063,0.39,0.86202188,0.22,0.90517125,0.28,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S18093",34.69441,-118.85658,403,"Ventura","Santa Clara"
"153","403S34646",2110,"403S34646_06252013_BMI_RWB_1",2013-06-25,6,25,2013,"BMI_RWB",1,NA,566,20,20,0.35335689,4.34782609,7.72503871,3,0.38834757,0,0.42581805,0,0.40708281,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S34646",34.42556,-118.56616,403,"Los Angeles","Santa Clara"
"154","403S39062",2111,"403S39062_06252013_BMI_RWB_1",2013-06-25,6,25,2013,"BMI_RWB",1,NA,593,20,20,0.50590219,13.63636364,7.74987509,5.15,0.66452684,0.04,0.61002438,0.01,0.63727561,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403S39062",34.4323,-118.61744,403,"Los Angeles","Santa Clara"
"155","403SCSARB",2113,"403SCSARB_09122005_BMI_RWB_1",2005-09-12,9,12,2005,"BMI_RWB",1,NA,496,1,1,55.64516129,25,7.72579149,2,0.25887315,0,0.45949938,0,0.35918627,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCSARB",34.42327,-118.53961,403,"Los Angeles","Santa Clara"
"156","403SCSARB",2112,"403SCSARB_09122005_BMI_CSBP_Trans_1",2005-09-12,9,12,2005,"BMI_CSBP_Trans",1,NA,483,1,1,40.57971014,37.5,7.72579149,1,0.12943658,0,0.42688957,0,0.27816307,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCSARB",34.42327,-118.53961,403,"Los Angeles","Santa Clara"
"157","403SCSARB",2114,"403SCSARB_09122005_BMI_RWB_MCM_1",2005-09-12,9,12,2005,"BMI_RWB_MCM",1,NA,496,1,1,56.65322581,23.07692308,7.72579149,2,0.25887315,0,0.43419215,0,0.34653265,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCSARB",34.42327,-118.53961,403,"Los Angeles","Santa Clara"
"158","403SCVARC",2121,"403SCVARC_09142005_BMI_RWB_MCM_3",2005-09-14,9,14,2005,"BMI_RWB_MCM",3,NA,520,20,20,6.34615385,6.66666667,7.73547749,3.8,0.49124311,0,0.4942487,0,0.49274591,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"159","403SCVARC",2119,"403SCVARC_09142005_BMI_RWB_MCM_1",2005-09-14,9,14,2005,"BMI_RWB_MCM",1,NA,518,20,20,5.98455598,11.11111111,7.73547749,4,0.51709801,0.01,0.55557478,0.01,0.53633639,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"160","403SCVARC",2115,"403SCVARC_09142005_BMI_CSBP_Trans_1",2005-09-14,9,14,2005,"BMI_CSBP_Trans",1,NA,1510,20,20,6.16302187,17.85714286,7.73547749,3.35,0.43306958,0,0.62457833,0.02,0.52882396,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"161","403SCVARC",2120,"403SCVARC_09142005_BMI_RWB_MCM_2",2005-09-14,9,14,2005,"BMI_RWB_MCM",2,NA,504,20,20,6.94444444,10,7.73547749,4,0.51709801,0.01,0.54290606,0.01,0.53000204,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"162","403SCVARC",2116,"403SCVARC_09142005_BMI_RWB_1",2005-09-14,9,14,2005,"BMI_RWB",1,NA,516,20,20,9.68992248,18.75,7.73547749,2,0.258549,0,0.56739756,0.01,0.41297328,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"163","403SCVARC",2117,"403SCVARC_09142005_BMI_RWB_2",2005-09-14,9,14,2005,"BMI_RWB",2,NA,505,20,20,7.72277228,8.33333333,7.73547749,4,0.51709801,0.01,0.53261672,0,0.52485736,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"164","403SCVARC",2118,"403SCVARC_09142005_BMI_RWB_3",2005-09-14,9,14,2005,"BMI_RWB",3,NA,507,20,20,9.66469428,12.5,7.73547749,3,0.38782351,0,0.57359692,0.01,0.48071022,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC09564",34.43125,-118.5913,403,"Los Angeles","Santa Clara"
"165","403SCVARD",2122,"403SCVARD_09012005_BMI_CSBP_Trans_1",2005-09-01,9,1,2005,"BMI_CSBP_Trans",1,NA,497,1,1,41.24748491,12.5,7.73554477,3,0.38782013,0,0.51991718,0,0.45386866,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCVARD",34.4328,-118.59466,403,"Los Angeles","Santa Clara"
"166","403SCVARD",2124,"403SCVARD_09142005_BMI_RWB_MCM_1",2005-09-14,9,14,2005,"BMI_RWB_MCM",1,NA,506,20,20,3.16205534,6.66666667,7.73554477,3,0.38782013,0,0.49333964,0,0.44057989,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCVARD",34.4328,-118.59466,403,"Los Angeles","Santa Clara"
"167","403SCVARD",2123,"403SCVARD_09142005_BMI_RWB_1",2005-09-14,9,14,2005,"BMI_RWB",1,NA,512,20,20,14.2578125,11.11111111,7.73554477,4,0.51709351,0.01,0.49001608,0,0.5035548,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SCVARD",34.4328,-118.59466,403,"Los Angeles","Santa Clara"
"168","403SED076",2125,"403SED076_05202007_BMI_RWB_1",2007-05-20,5,20,2007,"BMI_RWB",1,NA,794,20,20,0,0,9.47715826,11.3,1.19234054,0.84,0.98557957,0.47,1.08896005,0.71,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SED076",34.56182,-119.16611,403,"Ventura","Santa Clara"
"169","403SPCNWS",2126,"403SPCNWS_04222014_BMI_RWB_1",2014-04-22,4,22,2014,"BMI_RWB",1,NA,573,20,20,0.34904014,2.56410256,7.06973028,8.9,1.2588882,0.91,0.94895932,0.39,1.10392376,0.74,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403SPCNWS",34.5778,-119.2579,403,"Ventura","Santa Clara"
"170","403STC004",2127,"403STC004_02042003_BMI_CSBP_Trans_1",2003-02-04,2,4,2003,"BMI_CSBP_Trans",1,NA,652,20,20,0,0,7.76706893,5,0.64374348,0.03,0.48116149,0,0.56245248,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC004",34.41472,-118.65583,403,"Los Angeles","Santa Clara"
"171","403STC004",2128,"403STC004_10302001_BMI_CSBP_Trans_1",2001-10-30,10,30,2001,"BMI_CSBP_Trans",1,NA,855,20,20,0.11723329,4,7.76706893,4,0.51499479,0.01,0.57119484,0.01,0.54309481,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC004",34.41472,-118.65583,403,"Los Angeles","Santa Clara"
"172","403STC008",2130,"403STC008_11062001_BMI_CSBP_Trans_1",2001-11-06,11,6,2001,"BMI_CSBP_Trans",1,NA,908,20,20,0.88105727,16.27906977,7.85130215,7.3,0.92978207,0.36,0.84357763,0.19,0.88667985,0.24,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC008",34.38667,-118.90528,403,"Ventura","Santa Clara"
"173","403STC008",2129,"403STC008_02042003_BMI_CSBP_Trans_1",2003-02-04,2,4,2003,"BMI_CSBP_Trans",1,NA,908,20,20,0,0,7.85130215,6,0.76420445,0.11,0.5740344,0.01,0.66911942,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC008",34.38667,-118.90528,403,"Ventura","Santa Clara"
"174","403STC009",2131,"403STC009_02052003_BMI_CSBP_Trans_1",2003-02-05,2,5,2003,"BMI_CSBP_Trans",1,NA,912,20,20,0,0,7.8086113,7.4,0.94767171,0.39,1.09717344,0.71,1.02242257,0.56,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC009",34.53833,-118.75889,403,"Los Angeles","Santa Clara"
"175","403STC009",2132,"403STC009_10302001_BMI_CSBP_Trans_1",2001-10-30,10,30,2001,"BMI_CSBP_Trans",1,NA,921,20,20,2.06297503,12.19512195,7.8086113,7.3,0.93486533,0.37,0.93949941,0.37,0.93718237,0.35,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC009",34.53833,-118.75889,403,"Los Angeles","Santa Clara"
"176","403STC010",2135,"403STC010_05232017_BMI_RWB_1",2017-05-23,5,23,2017,"BMI_RWB",1,NA,556,20,20,5.21582734,8.77192982,6.50912607,8,1.22904364,0.89,0.72420899,0.06,0.97662632,0.44,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC010",34.53306,-119.15833,403,"Ventura","Santa Clara"
"177","403STC010",2133,"403STC010_02062003_BMI_CSBP_Trans_1",2003-02-06,2,6,2003,"BMI_CSBP_Trans",1,NA,894,20,20,0.22371365,8,6.50912607,6.3,0.96787187,0.43,0.81862037,0.16,0.89324612,0.25,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC010",34.53306,-119.15833,403,"Ventura","Santa Clara"
"178","403STC010",2134,"403STC010_04152015_BMI_RWB_1",2015-04-15,4,15,2015,"BMI_RWB",1,NA,574,20,20,2.79232112,13.51351351,6.50912607,7.8,1.19831755,0.85,0.42508812,0,0.81170283,0.12,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC010",34.53306,-119.15833,403,"Ventura","Santa Clara"
"179","403STC016",2137,"403STC016_11072001_BMI_CSBP_Trans_1",2001-11-07,11,7,2001,"BMI_CSBP_Trans",1,NA,904,20,20,2.77161863,12.5,7.52713036,7.55,1.0030383,0.51,0.83031161,0.17,0.91667495,0.3,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC016",34.23556,-119.24083,403,"Ventura","Santa Clara"
"180","403STC016",2136,"403STC016_02052003_BMI_CSBP_Trans_1",2003-02-05,2,5,2003,"BMI_CSBP_Trans",1,NA,699,20,20,0,0,7.52713036,6.25,0.83032971,0.19,0.67548292,0.04,0.75290632,0.06,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC016",34.23556,-119.24083,403,"Ventura","Santa Clara"
"181","403STC017",2138,"403STC017_02072003_BMI_CSBP_Trans_1",2003-02-07,2,7,2003,"BMI_CSBP_Trans",1,NA,908,20,20,1.3215859,10.34482759,7.69074852,5.35,0.695641,0.05,0.98116928,0.46,0.83840514,0.16,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC017",34.68889,-118.9025,403,"Ventura","Santa Clara"
"182","403STC017",2139,"403STC017_11072001_BMI_CSBP_Trans_1",2001-11-07,11,7,2001,"BMI_CSBP_Trans",1,NA,915,20,20,0.6557377,3.33333333,7.69074852,5.35,0.695641,0.05,0.94309571,0.38,0.81936836,0.13,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC017",34.68889,-118.9025,403,"Ventura","Santa Clara"
"183","403STC019",2141,"403STC019_10312001_BMI_CSBP_Trans_1",2001-10-31,10,31,2001,"BMI_CSBP_Trans",1,NA,721,20,20,1.52565881,10.25641026,7.73175603,9.35,1.20929837,0.86,0.67739078,0.04,0.94334458,0.36,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC019",34.42556,-118.57917,403,"Los Angeles","Santa Clara"
"184","403STC019",2140,"403STC019_02042003_BMI_CSBP_Trans_1",2003-02-04,2,4,2003,"BMI_CSBP_Trans",1,NA,892,20,20,0,0,7.73175603,5.3,0.68548464,0.05,0.33817401,0,0.51182933,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC019",34.42556,-118.57917,403,"Los Angeles","Santa Clara"
"185","403STC021",2143,"403STC021_05172017_BMI_RWB_2",2017-05-17,5,17,2017,"BMI_RWB",2,NA,605,20,20,3.47107438,13.79310345,6.53034231,8,1.22505064,0.88,0.84019915,0.19,1.03262489,0.58,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"403STC021",34.64667,-119.06944,403,"Ventura","Santa Clara"
