"","stationcode","objectid","originalid","projectcode","stationdesc","sampledate","evaluator","determination","determinationcomments","channeltype","structurewidth","structureshape","structureshapecomments","rightsideofstructure","rightvegetation","rightsidecomments","leftsideofstructure","leftvegetation","leftsidecomments","bottom","bottomcomments","vegetation","lowflowpresence","lowflowwidth","gradecontrolpresence","gradecontrollocation","gradecontrolcomments","channelmodcomments","lastchangedate","record_timestamp","app_timestamp","sitetype","novelsite","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"169","408BA0660",395,NA,NA,NA,2017-04-27,"Karin Wisenbaker","Site Visit",NA,"Engineered","50 to 100 m","Trapezoidal",NA,"Rock",NA,NA,"Rock",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Present","Within 10 m downstream",NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{78264F41-BDF1-40F0-8115-B41A55E87B1C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"170","408BA0660",1020,29,"SMC_VCWPD_2018",NA,2018-06-11,"Karin Wisenbaker","Site visit","","Engineered","100+ m","Trapezoidal","","Rock","NR","Vegetated","Rock","NR","Vegetated","Soft/Natural","","Yes, within past month","Absent","NR","Present","Within 10 m downstream","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{70F4089A-458B-497D-85C3-6A58CB76AB72}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"171","408BH5Axx",554,NA,NA,"Arroyo Simi near Llevarancho Rd above armored reac",1950-01-01,NA,NA,NA,"Engineered","50 to 100 m","Natural",NA,"Grouted rock","No",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{117EB14E-0946-4E61-B005-7CC2CDF2DA28}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH5Axx",34.28327,-118.81091,408,"Ventura","Calleguas"
"172","408BH5Bxx",555,NA,NA,"Arroyo Simi near Llevarancho Rd within armored rea",1950-01-01,NA,NA,NA,"Engineered","50 to 100 m","Natural",NA,"Grouted rock","No",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E7B60C28-3E8B-4460-996B-561B13C97619}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH5Bxx",34.28236,-118.81168,408,"Ventura","Calleguas"
"173","408BH5Cxx",556,NA,NA,"Arroyo Simi near Llevarancho Rd below armored reac",1950-01-01,NA,NA,NA,"Engineered","50 to 100 m","Natural",NA,"Grouted rock","No",NA,"Grouted rock","No",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{89FAC6BC-C0FD-461B-9990-32AD2B2BC198}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH5Cxx",34.28098,-118.81234,408,"Ventura","Calleguas"
"174","408BH6Axx",2,NA,NA,"Conejo Creek above armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Earthen","Yes",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{319BC44A-4F04-42EF-AEEE-37F74E04B574}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH6Axx",34.2037,-119.00141,408,"Ventura","Calleguas"
"175","408BH6Bxx",428,NA,NA,"Conejo Creek within armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Grouted rock","No",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{79F45388-0F8C-4C6D-B63E-EB11791AEDA3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH6Bxx",34.20294,-119.00204,408,"Ventura","Calleguas"
"176","408BH6Cxx",429,NA,NA,"Conejo Creek below armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Earthen","No",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{A417AA2A-5ACD-4161-B74E-8507FDE2ED88}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BH6Cxx",34.2008,-119.00101,408,"Ventura","Calleguas"
"177","408CAL003",430,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","<5 m","Trapezoidal",NA,"Earthen","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{2462FCDB-40DC-4AF9-BEF0-F9E2BFE9E2E5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL003",34.14722,-119.11837,408,"Ventura","Calleguas"
"178","408CAL004",431,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Natural","NA","NA",NA,"NA","Yes",NA,"NA","Yes",NA,"NA",NA,"Not recorded","NA","NA","Not determined","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1B5F0D28-7901-45D7-B8AF-E2E4ECB69896}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL004",34.1127,-119.08265,408,"Ventura","Calleguas"
"179","408CAL006",432,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","50 to 100 m","Natural",NA,"Rock","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{30B5D1C0-901F-4541-A67C-AB58F4E2AC83}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL006",34.16443,-119.06255,408,"Ventura","Calleguas"
"180","408CAL007",433,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","5 to 10 m","Natural",NA,"Earthen","Yes",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","Absent","NA","Absent","na",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{563AB17F-4E56-4A94-94AB-4C8E0DAA7503}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL007",34.19437,-119.00077,408,"Ventura","Calleguas"
"181","408CAL008",434,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Natural","NA","NA",NA,"NA","Yes",NA,"NA","Yes",NA,"NA",NA,"Not recorded","NA","NA","Not determined","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{26C4CF55-8D01-409D-AF9B-DE1137D6EAFE}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL008",34.27387,-118.85857,408,"Ventura","Calleguas"
"182","408CAL012",435,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","10 to 50 m","Trapezoidal",NA,"Grouted rock","No",NA,"Rock","No",NA,"Soft/Natural",NA,"Not recorded","Absent","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{87456A0A-1361-4F8F-8F6E-7E27E004B532}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL012",34.27242,-118.78131,408,"Ventura","Calleguas"
"183","408CAL013",436,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","5 to 10 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not recorded","Absent","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{935B4BD6-83C4-47E0-A421-049520A3074F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CAL013",34.27133,-118.74003,408,"Ventura","Calleguas"
"184","408CALBWC",437,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","10 to 50 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not recorded","Absent","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E6C2FC90-434A-4DDB-8357-A61144087C3E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CALBWC",34.22848,-119.11343,408,"Ventura","Calleguas"
"185","408CGCS04",438,NA,"NotRecorded",NA,1950-01-01,"B.Jones. K.Hahs","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Earthen","Yes","looks earthen from photos and aerial view- may have engineered portions?","Earthen","Yes","looks earthen from photos and aerial view- may have engineered portions?","Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA","grade control 30 m upstream;  engineered grouted rock channel upstream",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{83FC7E03-5460-424C-8294-450BDC98C089}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC04756",34.27161,-118.92406,408,"Ventura","Calleguas"
"186","408CGCS06",439,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","50 to 100 m","Natural",NA,"Rock","No",NA,"Rock","No",NA,"Soft/Natural",NA,"Not recorded","Absent","NA","Present","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{65638518-7BEC-4D0F-B147-DA8584AE870A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-CC",34.17978,-119.04053,408,"Ventura","Calleguas"
"187","408CGCS12",440,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Natural","NA","NA",NA,"NA","Yes",NA,"NA","Yes",NA,"NA",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9F5A1988-2FF9-481E-8179-86A553225837}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CGCS12",34.19114,-119.00464,408,"Ventura","Calleguas"
"188","408CGCS13",441,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Rock","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{B5DA14A5-C72D-415F-8DD2-578915AED5AD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CGCS13",34.16781,-119.09272,408,"Ventura","Calleguas"
"189","408M03005",442,170,"SMC_VCWPD_2015",NA,2015-06-15,"Karin Wisenbaker","Site Visit",NA,"Engineered","<5 m","Other","half rectangular half trapezoidal","Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"No","Present","<1 m","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{8D197482-B946-48DC-BAE0-2CA123673893}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03005",34.27001,-118.74203,408,"Ventura","Calleguas"
"190","408M03015",443,153,"SMC_VCWPD_2015",NA,2015-06-15,"Karin Wisenbaker","Site Visit",NA,"Engineered","<5 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Yes within past month","Present","1 to 5 m","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1B13443C-F79F-49D6-93DB-571FB22EA629}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03015",34.20947,-118.88115,408,"Ventura","Calleguas"
"191","408M03019",444,145,"SMC_VCWPD_2015",NA,2015-07-14,"Karin Wisenbaker","Site Visit",NA,"Engineered","50 to 100 m","Natural",NA,"Earthen","Yes",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"No","Absent","NA","Present","Within reach",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{3EB1F503-B670-49C5-A435-A90E570BFABE}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03019",34.26742,-118.94037,408,"Ventura","Calleguas"
"192","408M03020",912,NA,NA,NA,2016-07-12,"Karin WIsenbaker","Site Visit",NA,"Engineered","50 to 100 m","Trapezoidal",NA,"Grouted rock",NA,NA,"Grouted rock",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Absent",NA,NA,NA,2017-03-07,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{6FED30E6-13C8-48DB-8B58-56DF6013BB60}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03020",34.16846,-119.05726,408,"Ventura","Calleguas"
"193","408M03027",913,NA,NA,NA,2016-06-29,"Karin WIsenbaker","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Absent",NA,NA,NA,2017-03-07,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9EFAD8B1-248F-452B-A24B-376CE1542CFE}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03027",34.22489,-118.92975,408,"Ventura","Calleguas"
"194","408M03036",914,NA,NA,NA,2016-06-20,"Brianna Jones","Site Visit",NA,"Engineered","<5 m","V-ditch",NA,"Vegetative/Natural",NA,NA,"Earthen bare",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Absent",NA,NA,NA,2017-03-07,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{8B25FAA3-CFDD-46D7-8A9F-B8637AFE7FDB}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03036",34.17991,-119.07852,408,"Ventura","Calleguas"
"195","408M03038",396,NA,NA,NA,2017-04-27,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Trapezoidal",NA,"Rock",NA,NA,"Rock",NA,NA,"Soft/Natural",NA,"No","Present","1 to 5 m","Present","Within 10 m upstream",NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{4B01B67C-B9C4-4D63-8B31-ECCA806F2036}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03038",34.27491,-118.88512,408,"Ventura","Calleguas"
"196","408M03047",397,NA,NA,NA,2017-05-30,"Wendy Willis","Site Visit",NA,"Engineered","5 to 10 m","Trapezoidal",NA,"Grouted rock",NA,NA,"Grouted rock",NA,"vegetated","Soft/Natural",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F1F997C2-0B75-418E-83F3-7C69468F4D35}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03047",34.17338,-119.0517,408,"Ventura","Calleguas"
"197","408M03051",1089,98,"SMC_VCWPD_2019",NA,2019-06-17,"A. Wallengren","Site visit","","Engineered","5 to 10 m","NR","","Earthen","Yes","","Earthen","Yes","","Soft/Natural","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{506381D8-A1DE-45F9-AC0A-9E06E06644D6}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"408M03051",34.26839,-118.9476,408,"Ventura","Calleguas"
"198","408M03052",398,NA,NA,NA,2017-05-30,"Wendy Willis","Site Visit",NA,"Engineered","10 to 50 m","Rectangular",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{67133037-132A-4734-8813-650CC9971EBF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03052",34.18063,-119.1039,408,"Ventura","Calleguas"
"199","408M03100",1080,89,"SMC_VCWPD_2019",NA,2019-05-09,"K. Wisenbaker","Site visit","","Engineered","< 5 m","Trapezoidal","","Earthen","Yes","","Earthen","No","","Soft/Natural","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{B918A9FB-C85A-47DD-A0D1-419BDB8085FB}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"408M03100",34.1812,-119.0871,408,"Ventura","Calleguas"
"200","408M03111",1095,104,"SMC_VCWPD_2019",NA,2019-07-25,"A. Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{3C7AAD40-1281-482A-8933-2B89D843E8C0}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"408M03111",34.18105,-119.03278,408,"Ventura","Calleguas"
"201","408M03115",1021,30,"SMC_VCWPD_2018",NA,2018-06-19,"Alexis Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{A789D1F2-4380-402A-A045-521504243174}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"408M03115",34.26752,-118.94539,408,"Ventura","Calleguas"
"202","408M03116",1022,31,"SMC_VCWPD_2018",NA,2018-08-21,"Karin Wisenbaker","Site visit","","Engineered","10 to 50 m","Rectangular","","Concrete","NR","","Concrete","NR","","Concrete","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{19390E5D-C367-4909-AA44-60F5B90B6761}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"408M03116",34.17233,-119.09741,408,"Ventura","Calleguas"
"203","408M03119",1023,32,"SMC_VCWPD_2018",NA,2018-06-28,"Brianna Jones","Site visit","","Engineered","50 to 100 m","Trapezoidal","","Earthen","NR","Vegetated","Rock","NR","","Soft/Natural","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{943854D7-B8F3-4119-B852-2E3C765FAF8E}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"408M03119",34.2277,-118.97224,408,"Ventura","Calleguas"
"207","408PS0032",445,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","50 to 100 m","Natural",NA,"Rock","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{EB459D9A-6C42-4D16-82E0-6245E17F27FC}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408M03020",34.1688,-119.05743,408,"Ventura","Calleguas"
"208","408WE0654",446,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Rock","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{792BC50C-334D-41B3-81D2-BE211C84D782}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408CGCS13",34.16522,-119.09069,408,"Ventura","Calleguas"
"209","408WE1039",3,NA,"NotRecorded",NA,1950-01-01,"K.Hahs","Review of historic data",NA,"Engineered","50 to 100 m","Natural",NA,"Rock","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{2D645233-E932-4F02-89EA-1FA53FEDDCF2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408WE1039",34.14743,-119.087,408,"Ventura","Calleguas"
"210","410M01628",1024,33,"SMC_VCWPD_2018",NA,2018-06-28,"Brianna Jones","Site visit","","Engineered","5 to 10 m","Rectangular","","Concrete","NR","","Concrete","NR","","Concrete","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{97BCEA5B-24C4-434D-88C3-43C1CDA92262}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"410M01628",34.1625,-119.16675,410,"Ventura","Santa Clara"
"211","412ARSNPD",337,NA,"SMC_LARWMP",NA,1950-01-01,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,"concrete wall downstream of A","NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Present","Within 10 m downstream",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{803758C4-BBA6-40DE-A186-8A56EAA59222}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412ARSNPD",34.2222,-118.1776,412,"Los Angeles","Los Angeles"
"212","412BH1Axx",447,NA,NA,"Big Tujunga Wash above armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered",">100 m","Natural",NA,"Earthen","Yes",NA,"Earthen","Yes",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Present","Within 10 m upstream",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{F3AE11BA-E96B-417F-9FA2-361DFE2A8508}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH1Axx",34.27392,-118.31529,412,"Los Angeles","Los Angeles"
"213","412BH1Bxx",448,NA,NA,"Big Tujunga Wash within armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered",">100 m","Trapezoidal",NA,"Earthen","Yes",NA,"Concrete","No",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E8CE7E38-D7F4-46BA-B9A7-E6881ED77285}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH1Bxx",34.27241,-118.31836,412,"Los Angeles","Los Angeles"
"214","412BH1Cxx",449,NA,NA,"Big Tujunga Wash below armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{AFE7775F-F611-4FB7-8C0A-D86F41AC80FA}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH1Cxx",34.27276,-118.3222,412,"Los Angeles","Los Angeles"
"215","412BH4Axx",450,NA,NA,"Hahamunga above armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{B5161105-0A47-458A-AF0D-3E8AB33379F3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH4Axx",34.20695,-118.16815,412,"Los Angeles","Los Angeles"
"216","412BH4Bxx",451,NA,NA,"Hahamunga within armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Engineered","10 to 50 m","Natural",NA,"Earthen","Yes",NA,"Rock","No",NA,"Soft/Natural",NA,"Not recorded","NA","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{040533D1-A015-40C3-8916-49CC9DFD52A3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH4Bxx",34.20653,-118.16651,412,"Los Angeles","Los Angeles"
"217","412BH4Cxx",452,NA,NA,"Hahamunga below armored reach",1950-01-01,"R. Mazor","Review of historic data",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Present","Within reach",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{030AEB09-B510-4F7A-8F1E-29BCE40D5904}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412BH4Cxx",34.20503,-118.16632,412,"Los Angeles","Los Angeles"
"218","412CE0104",338,NA,"SMC_LARWMP",NA,1950-01-01,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Present","1 to 5 m","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{64F1D2B8-B09A-43E7-9D36-49DDA2103CD0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412CE0104",34.06911,-118.22324,412,"Los Angeles","Los Angeles"
"219","412CE0232",992,1,"SMC_LARWMP_2018",NA,2018-05-30,"Karin Wisenbaker","Site visit","","Engineered","10 to 50 m","Rectangular","","Concrete","NR","","Concrete","NR","","Concrete","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{2DE3A66A-7C11-42E8-9FFC-4E23DFAE2E92}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"220","412CE0232",1062,71,"SMC_LARWMP_2019",NA,2019-07-15,"K. Wisenbaker","Site visit","","Engineered","10 to 50 m","Rectangular","","Concrete","No","","Concrete","No","","Concrete","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-21 08:32:19,"false","{C5109C59-A333-41A1-931E-DAADCCA28DBD}","checker",2019-10-21 08:32:19,"checker",2019-10-21 08:32:19,"ABCL","alexis@aquaticbioassay.com","LARWMP","2019","SMC",NA,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"222","412CE0232",399,NA,NA,NA,2017-05-31,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Rectangular",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{5E0DB2B2-5455-4741-8C06-65AEDD14CDFF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
